,document,text,score,has_metrics,source_url,target,text_len
11,ГОСТ 34714-2021,"Устройство считается выдержавшим испытания, если определенное при испытаниях значение дозирования соответствует указанному в ТД. 7.11 Определение кратности и устойчивости пены Кратность и показатель устойчивости определяют для образцов пены, собранных при работе устройства в установившемся режиме с параметрами, соответствующими ТД на устройство. 7.11.1 Сбор образцов компрессионной пены 7.11.1.1 Сбор образцов пены осуществляют с помощью специального коллектора.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
12,ГОСТ 34714-2021,"Скорость нарастания давления - не более 0,1 МПа/с.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
13,ГОСТ 34714-2021,"Запись данных должна продолжаться не менее чем на 30 с дольше того момента, когда количество жидкости превысит 1/10 объема контейнера, или когда вся пена перейдет в жидкость, в зависимости от того, что наступит раньше.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
14,ГОСТ 34714-2021,"Допустимое расхождение между результатами наиболее отличающихся определений с доверительной вероятностью 0,95 должно быть не более 10% среднего значения. 7.11.2.2 Определение кратности способом взвешивания образцов пены и раствора Сущность данного способа состоит в том, что соотношение объемов пены и раствора, из которого эта пена получена, заменяют соотношением массы раствора, равного по объему пене, и массы пены.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
15,ГОСТ 34714-2021,"Допустимое расхождение между результатами наиболее отличающихся определений с доверительной вероятностью 0,95 должно быть не более 10% среднего значения.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
16,ГОСТ 34714-2021,"Допустимое расхождение между результатами наиболее отличающихся определений с доверительной вероятностью 0,95 должно быть не более 10% среднего значения. 7.11.2.3 Определение кратности пены способом измерения объема выпадающего раствора Данный способ основан на прямом измерении объема раствора, собранного после перехода 100% пены в жидкую фазу, поэтому он является наиболее точным.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
17,ГОСТ 34714-2021,"При этом способ установки контейнера на цилиндр должен исключать возможность вытекания жидкости из контейнера за пределы мерного цилиндра. 7.11.3.4 Каждые 15 с осуществляют измерения объема жидкости, образовавшегося в нижней части мерного цилиндра.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
18,ГОСТ 34714-2021,"Допустимое расхождение между результатами наиболее отличающихся определений с доверительной вероятностью 0,95 должно быть не более 10% среднего значения.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
19,ГОСТ 34714-2021,"Уравнение данной функции является калибровочной кривой для определенного типа пенообразователя, качества воды и номинального процента дозирования пенообразователя. 7.10.2.3 Образцы раствора пенообразователя, по которым осуществляют оценку значения дозирования пенообразователя, получают в установившемся режиме работы устройства при температуре (21 +/- 2) °C.",3.5,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
20,ГОСТ 34714-2021,"Переполнение контейнера пеной не допускается. 7.11.2 Определение кратности компрессионной пены Для определения кратности сбор пены по 7.11.1 осуществляют в контейнеры вместимостью (1,8 +/- 0,2) дм 3.",3.5,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
21,ГОСТ 34714-2021,"Если ссылочный документ отменен без замены, то положение, в котором дана ссылка на него, применяется в части, не затрагивающей эту ссылку. 3 Термины, определения и сокращения 3.1 В настоящем стандарте применены следующие термины с соответствующими определениями: 3.1.1 3.1.2 установка пенного пожаротушения (foam fire extinguishing system): Установка пожаротушения, в которой в качестве огнетушащего вещества используют воздушно-механическую пену для пожаротушения локально-объемным или локально-поверхностным способом. 3.1.3 компрессионная пена (compressed air foam): Воздушно-механическая пена низкой кратности с однородной структурой, полученная путем смешивания воды, пенообразователя и воздуха (газа) под давлением.",3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
22,ГОСТ 34714-2021,"Примечание - Требование устойчивости к климатическим воздействиям не распространяется на устройства, предназначенные к использованию внутри помещений. 4.2.15 Устройство должно обладать устойчивостью к воздействию вибрации частотой от 5 до 40 Гц и амплитудой колебания 1 мм, если это необходимо согласно условиям эксплуатации, транспортирования или хранения, указанным в ТД. 4.2.16 Конструкция входящих в состав устройства ручных задвижек, затворов и кранов должна позволять проводить их опломбирование в рабочем положении. 4.2.17 При осмотре ручных запорных устройств (задвижек, затворов и кранов) должна быть обеспечена возможность визуального контроля их состояния: ""Открыто"" - ""Закрыто"".",3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
23,ГОСТ 34714-2021,"Категории, условия эксплуатации, хранения и транспортирования в части воздействия климатических факторов внешней среды ГОСТ 18321 Статистический контроль качества.",3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
24,ГОСТ 34714-2021,"Нормы герметичности затворов ГОСТ 15150 Машины, приборы и другие технические изделия.",3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
25,ГОСТ 34714-2021,Общие требования безопасности ГОСТ 12.2.037 Система стандартов безопасности труда.,3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
26,ГОСТ 34714-2021,Требования безопасности ГОСТ 12.4.026 Система стандартов безопасности труда.,3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
27,ГОСТ 34714-2021,Методы испытаний ГОСТ 12.4.124 Система стандартов безопасности труда.,3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
28,ГОСТ 34714-2021,Эксплуатационные документы ГОСТ 12.2.003 Система стандартов безопасности труда.,3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
29,ГОСТ 34714-2021,"Методы контроля герметичности затвора - по ГОСТ 33257 . 7.7 Проверка на устойчивость к климатическим воздействиям (4.2.14) 7.7.1 Настоящую проверку проводят, если требования 4.2.14 распространяются на данное проверяемое устройство. 7.7.2 Устойчивость устройства к климатическим воздействиям (4.2.14) проверяют в климатических камерах, при этом устройство должно находиться в обесточенном состоянии. 7.7.3 Испытания на холодо- и теплоустойчивость проводят при температуре в соответствии с исполнением и категорией по ГОСТ 15150 (теплоустойчивость - не ниже 50 °C).",3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
30,ГОСТ 34714-2021,"Для этого готовят образцы раствора пенообразователя объемом 100 мл в трех концентрациях: номинальной концентрации, номинальной концентрации плюс один (или два) процента, номинальной концентрации минус один (или два) процента.",3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
31,ГОСТ 34714-2021,Примечание - При вычислении объема раствора допускается принимать плотность раствора равной 1 кг/дм 3 . 7.11.3.6 За результат принимают среднеарифметическое значение времени выделения из пены заданного процента жидкой фазы (25% или 50%) для двух (или более) контейнеров.,3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
32,ГОСТ 34714-2021,"Методы контроля герметичности - по ГОСТ 33257 . 7.6 Испытания на герметичность затворов (4.2.13) 7.6.1 Герметичность затворов запорной арматуры устройства проверяют в положении, соответствующем дежурному режиму. 7.6.2 Вид испытательной среды и испытательное давление устанавливают в зависимости от рабочей среды арматуры: - для арматуры, которая по условиям эксплуатации находится под давлением воды, испытательная среда - вода, испытательное давление P исп = 1,1 P р ; - для арматуры, которая по условиям эксплуатации находится под давлением пенообразователя, испытательная среда - вода, испытательное давление P исп = 1,1 P ПО , где P ПО - давление в линии подачи пенообразователя в дежурном режиме; - для арматуры, которая по условиям эксплуатации находится под давлением воздуха (газа), испытательная среда - воздух, испытательное давление равно (0,60 +/- 0,1) МПа.",2.5,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
33,ГОСТ 34714-2021,"Поэтому при использовании соленой воды следует осуществлять измерение величины дозирования по методике 7.10.1 . 7.10.2.2 До начала испытаний для каждого типа пенообразователя и для каждого номинального значения дозирования определяют эталонную (калибровочную) кривую зависимости электропроводности раствора пенообразователя от концентрации пенообразователя, содержащегося в растворе.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
34,ГОСТ 34714-2021,За результаты испытаний принимают среднеарифметическое значение не менее чем трех измерений. 7.10.1.5 Допускается применение иных метрологически аттестованных методик измерения расхода пенообразователя.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
35,ГОСТ 34714-2021,Предварительно проводят тарировку уровнемера для определения объема жидкости в единице деления любым удобным для испытателя способом.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
36,ГОСТ 34714-2021,"Снятие показаний с расходомера осуществляют в стационарном режиме, когда значения давления перед устройством и за ним будут соответствовать значениям, заданным в ТД. 7.10.1.3 Допускается также определять расход пенообразователя с использованием уровнемера, установленного на емкости с пенообразователем.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
37,ГОСТ 34714-2021,"Если заменен ссылочный документ, на который дана датированная ссылка, то следует использовать указанную версию этого документа.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
38,ГОСТ 34714-2021,Допускается совмещать определение различных показателей в одном испытании. 6.5 При получении неудовлетворительных результатов хотя бы по одному из показателей должны быть проведены повторные испытания удвоенного количества устройств для проверки указанного показателя.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
39,ГОСТ 34714-2021,"Общие требования к организации и методам контроля качества"". 7.1.4 Допустимая погрешность приборов и оборудования, используемых при проведении испытаний, должна быть в пределах, приведенных в таблице 7.1.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
40,ГОСТ 34714-2021,"При работе устройства в стационарном режиме, когда значения давления перед и за устройством соответствуют значениям, заданным в ТД, определяют начальное и конечное показания уровня в мерной трубке за заданное время. 7.10.1.4 Расход пенообразователя Q ПО , дм 3 /с, рассчитывают по формуле Q ПО = q ·( N н - N к )/ t , (7.1) где q - цена деления мерной трубки, дм 3 /дел.; N н ; N к - начальное и конечное значения делений на мерной трубке; t - время испытаний, с.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
41,ГОСТ 34714-2021,В этом случае методика измерения расхода воды определяется изготовителем. 7.10 Проверка дозирования пенообразователя Проверку дозирования пенообразователя осуществляют одним из следующих способов: - измерением расхода воды и пенообразователя (7.10.1) ; - измерением проводимости раствора (7.10.2).,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
42,ГОСТ 34714-2021,За результаты испытаний принимают среднеарифметическое значение не менее чем трех измерений. 7.9.2 Допускается применение иных метрологически аттестованных методик измерения расхода воды.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
43,ГОСТ 34714-2021,Значение давления испытательной среды устанавливают не менее рабочего давления на вводе в устройство.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
44,ГОСТ 34714-2021,"Каждый образец раствора должен быть помещен в пластиковую емкость с крышкой, промаркирован и тщательно перемешан, например с использованием магнитной мешалки.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
45,ГОСТ 34714-2021,"Контейнеры, заполненные пеной по 7.11.1 , закрывают во избежание испарения и оставляют на время, необходимое для перехода всего количества пены в раствор.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
46,ГОСТ 34714-2021,"Предварительно, до измерения массы контейнеров, необходимо увлажнить контейнеры внутри, а затем измерить массу пустых увлажненных контейнеров, после чего осуществить сбор пены в них.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
47,ГОСТ 34714-2021,Количество контейнеров - не менее двух.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
48,ГОСТ 34714-2021,Объем контейнеров и масса каждого из них должны быть измерены до начала испытаний с точностью в соответствии с 7.1.4.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
49,ГОСТ 34714-2021,"При этом следует использовать те же воду и пенообразователь, что и при испытаниях устройства.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
50,ГОСТ 34714-2021,"Для полученного калибровочного графика определяют аппроксимирующую функцию, при этом коэффициент детерминации R 2 должен быть не менее 0,95.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
51,ГОСТ 34714-2021,"Затем с помощью кондуктометра, следуя руководству по его эксплуатации, измеряют проводимость полученных образцов и по имеющейся калибровочной кривой определяют искомое значение процента дозирования пенообразователя. 7.10.2.4 Завершающим этапом испытаний является приготовление нового образца раствора, концентрация пенообразователя в котором соответствует концентрации, вычисленной по 7.10.2.3.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
52,ГОСТ 34714-2021,"Контейнер должен быть заполнен полностью, равномерно, без образования пустот.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
53,ГОСТ 34714-2021,"Момент начала истечения испытательной среды необходимо определять с помощью датчиков давления, аудио- и видеозаписи или другими объективными методами контроля.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
54,ГОСТ 34714-2021,"При этом следует использовать те же воду и пенообразователь, что и при испытаниях устройства.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
55,ГОСТ 34714-2021,Определение кратности пены проводят одним из следующих способов: - взвешиванием образца пены (7.11.2.1) ; - взвешиванием образцов пены и раствора (7.11.2.2) ; - измерением объема выпадающего раствора (7.11.2.3).,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
56,ГОСТ 34714-2021,По окончании сбора пены определяют массу m i собранной в каждом контейнере пены как разность масс заполненного и пустого контейнеров и объем V i пены как объем контейнера.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
57,ГОСТ 34714-2021,"Критерием предельного состояния устройств считают такое их техническое состояние, при котором восстановление работоспособности устройства невозможно или нецелесообразно. 7.17.2 Показатель установленной безотказной наработки проверяют на соответствие требованиям 4.5.1 наработкой циклов.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
58,ГОСТ 34714-2021,Массу раствора m pi в i -м контейнере определяют как разность масс заполненного и пустого контейнеров.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0,
59,ГОСТ 34714-2021,"При этом должно быть обеспечено: создание и регулирование предусмотренного ТД диапазона рабочих давлений на входе и выходе устройства; расход воды и пенообразователя, требуемый для испытаний; контроль значений проверяемых показателей. 7.1.3 Испытательные среды: при гидравлических испытаниях - вода питьевая по нормативному документу государства, принявшего настоящий стандарт <1> ; при пневматических - воздух или газ согласно ТД изготовителя. -------------------------------- <1> В Российской Федерации действует ГОСТ Р 51232-98 ""Вода питьевая.",1.5,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
60,ГОСТ 34714-2021,Температура раствора должна составлять (21 +/- 2) °C.,1.5,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1,
61,ГОСТ 30403-96,"Испытание образцов проводят при температуре окружающего воздуха от 10 °C до 40 °C, скорости его движения не более 0,5 м/с и относительной влажности (60 +/- 15)%, измеренных на расстоянии от 1 до 1,5 м от поверхности образца. 9.2.",6.5,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
62,ГОСТ 30403-96,"Длина образцов должна быть не менее 2,4 м, ширина - не менее 1,3 м, толщина - по технической документации. 6.4.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
63,ГОСТ 30403-96,"Продолжительность огневого воздействия на образцы конструкций должна соответствовать минимальному требуемому пределу огнестойкости испытываемой конструкции, но не превышать 45 мин.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
64,ГОСТ 30403-96,"Способность к воспламенению газов, выделяющихся при термическом разложении материалов образца, проверяют посредством поднесения горящего факела к местам выхода этих газов на необогреваемые поверхности образца не реже чем через каждые 5 мин испытания и через каждую минуту - при появлении вспышек газа; длина намотки факела должна быть не менее 150 мм, а диаметр - не менее 40 мм.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
65,ГОСТ 30403-96,"Допускается определять размер повреждения по результатам испытания одного образца, если этот размер отличается от допускаемого, приведенного в таблице 1 , более чем на 15%.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,0,
66,ГОСТ 30403-96,"В случае различия результатов испытаний двух одинаковых образцов более чем на 15% проводят третье испытание, при этом размер повреждения определяют как среднеарифметическое значение по результатам испытаний двух образцов, имеющих наибольшие размеры повреждения.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,0,
67,ГОСТ 30403-96,"При отсутствии вышеуказанных протоколов испытаний и при необходимости использования показателей пожарной опасности материалов для классификации конструкции по пожарной опасности должны представляться образцы материалов, из которых изготовлена конструкция, для испытаний на горючесть, воспламеняемость и дымообразующую способность по 4.2 и 4.3 с соответствующей документацией.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
68,ГОСТ 30403-96,"При этом среднее отклонение температуры от стандартного режима при калибровке не должно превышать следующих значений, %: +/- 7,5 - в течение 10 мин от начала испытания; +/- 5 - после 10 мин от начала испытания. 7.4.",4.5,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
69,ГОСТ 30403-96,"В случае необходимости по требованию испытательной лаборатории в процессе изготовления образцов для испытаний следует проводить отбор проб материалов, в том числе негорючих, из которых изготовляют образцы, для проведения идентификационного и калориметрического контроля в соответствии с нормативными документами <*>.",3.5,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
