document,text,score,has_metrics,source_url,target
ГОСТ 34714-2021,"7.4.1 Прочность и плотность материала деталей, сварных швов и других соединений проверяют в рабочем положении (положении ""Пуск"") запорных органов устройства пробным гидравлическим давлением P пр , равным 1,5-кратному значению расчетного давления P , в течение не менее 5 мин.",5.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,Продолжительность выдержки - не менее 3 мин.,5.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,Необходимо непрерывно отслеживать частоту вибраций от 5 до 40 Гц при темпе не более 5 мин/октава и амплитуде колебаний 1 мм.,5.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"Запись данных должна продолжаться не менее чем на 30 с дольше того момента, когда количество жидкости превысит 1/10 объема контейнера, или когда вся пена перейдет в жидкость, в зависимости от того, что наступит раньше.",5.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"Допустимое расхождение между результатами наиболее отличающихся определений с доверительной вероятностью 0,95 должно быть не более 10% среднего значения.",5.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"7.11.2.3 Определение кратности пены способом измерения объема выпадающего раствора Данный способ основан на прямом измерении объема раствора, собранного после перехода 100% пены в жидкую фазу, поэтому он является наиболее точным.",5.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,"Допустимое расхождение между результатами наиболее отличающихся определений с доверительной вероятностью 0,95 должно быть не более 10% среднего значения.",5.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"7.11.3.5 На основании полученных данных строят график зависимости времени от объема выделившегося из пены раствора и определяют показатель устойчивости как время выделения из пены такого объема раствора, масса которого составляет заданный процент от массы пены (25% или 50%).",5.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,"Допустимое расхождение между результатами наиболее отличающихся определений с доверительной вероятностью 0,95 должно быть не более 10% среднего значения.",5.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"Допустимое расхождение между результатами наиболее отличающихся определений с доверительной вероятностью 0,95 должно быть не более 10% среднего значения.",5.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,Продолжительность выдержки - не менее 5 мин.,5.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,При обнаружении резонансных точек устройство необходимо подвергать воздействию вибрации на каждой резонансной частоте в течение 30 мин.,5.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"Если расхождение между полученным значением и вычисленным по 7.10.2.3 отличается более чем на 5%, требуется повторить испытания по 7.10.2.2 для определения новой калибровочной кривой.",5.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"Если резонансная частота не установлена, то устройство необходимо подвергать вибрациям на частоте от 5 до 40 Гц с амплитудой колебаний 1 мм в течение 1 ч.",5.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"4.2.3 Параметры сигналов автоматического пуска должны соответствовать значениям, установленным изготовителем и указанным в ТД.",5.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"Скорость нарастания давления не более 0,1 МПа/с.",5.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,Температура раствора должна составлять (21 +/- 2) °C.,3.5,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"7.11.2 Определение кратности компрессионной пены Для определения кратности сбор пены по 7.11.1 осуществляют в контейнеры вместимостью (1,8 +/- 0,2) дм 3.",3.5,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,12.4.026 Система стандартов безопасности труда.,3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,12.2.037 Система стандартов безопасности труда.,3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,12.2.003 Система стандартов безопасности труда.,3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,"3.1.6 устойчивость пены (drainage time): Показатель способности компрессионной пены сохранять первоначальные свойства, характеризуемый временем, по истечении которого из пены выделяется 25% и/или 50% раствора пенообразователя.",3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"Категории, условия эксплуатации, хранения и транспортирования в части воздействия климатических факторов внешней среды ГОСТ 18321 Статистический контроль качества.",3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,"Нормы герметичности затворов ГОСТ 15150 Машины, приборы и другие технические изделия.",3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,15.309 Система разработки и постановки продукции на производство.,3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,12.4.124 Система стандартов безопасности труда.,3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,"7.2 Визуальный контроль Все устройства, подлежащие испытаниям, предварительно осматривают на отсутствие очевидных дефектов.",3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,7.11.3.6 За результат принимают среднеарифметическое значение времени выделения из пены заданного процента жидкой фазы (25% или 50%) для двух (или более) контейнеров.,3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"Интервалы записи данных можно увеличить до 30 с, если время выделения из пены 25% жидкой фазы превышает 5 мин.",3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"7.11.3.4 Каждые 15 с осуществляют измерения объема жидкости, образовавшегося в нижней части мерного цилиндра.",3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,7.11.1.1 Сбор образцов пены осуществляют с помощью специального коллектора.,3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,"7.12.4 В устройствах с комбинированным пуском проверяют срабатывание по 7.12.3 от всех видов пускового импульса, указанных в ТД на устройство.",3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"7.13.2 Воздействуют на пусковой элемент, измеряют прикладываемое усилие.",3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,2.601 Единая система конструкторской документации.,3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,7.11.1 Сбор образцов компрессионной пены.,3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,"Для этого готовят образцы раствора пенообразователя объемом 100 мл в трех концентрациях: номинальной концентрации, номинальной концентрации плюс один (или два) процента, номинальной концентрации минус один (или два) процента.",3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,7.10.1.1 Сущность данного способа состоит в измерении расхода воды и расхода пенообразователя с последующим вычислением величины дозирования пенообразователя.,3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,Примечание - При вычислении объема раствора допускается принимать плотность раствора равной 1 кг/дм 3.,3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,7.7.3 Испытания на холодо- и теплоустойчивость проводят при температуре в соответствии с исполнением и категорией по ГОСТ 15150 (теплоустойчивость - не ниже 50 °C).,3.0,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"7.6.2 Вид испытательной среды и испытательное давление устанавливают в зависимости от рабочей среды арматуры: - для арматуры, которая по условиям эксплуатации находится под давлением воды, испытательная среда - вода, испытательное давление P исп = 1,1 P р ; - для арматуры, которая по условиям эксплуатации находится под давлением пенообразователя, испытательная среда - вода, испытательное давление P исп = 1,1 P ПО , где P ПО - давление в линии подачи пенообразователя в дежурном режиме; - для арматуры, которая по условиям эксплуатации находится под давлением воздуха (газа), испытательная среда - воздух, испытательное давление равно (0,60 +/- 0,1) МПа.",2.5,True,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,6.5 При получении неудовлетворительных результатов хотя бы по одному из показателей должны быть проведены повторные испытания удвоенного количества устройств для проверки указанного показателя.,2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,Допускается совмещать определение различных показателей в одном испытании.,2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,7.5.2 Утечка воздуха через монтажные соединения и уплотнения комплектующего оборудования и трубопроводов не допускается.,2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,Значение давления испытательной среды устанавливают не менее рабочего давления на вводе в устройство.,2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"7.1 Допустимая погрешность приборов и оборудования, используемых при проведении испытаний.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,5.2 Конструкция устройства должна исключать самопроизвольное включение органов управления и механизмов.,2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"5.4 Токопроводящие цепи устройства должны иметь защиту от механических повреждений, воздействия воды и пенообразователя.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,4.2.18 Конструкция устройства должна обеспечивать возможность демонтажа устройств измерения давления для их периодической поверки.,2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,Вся эксплуатационная документация должна быть оформлена в соответствии с ГОСТ 2.601 и содержать значения показателей по 4.2.1 [ a) - m) ].,2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"4.3 Комплектность В комплект поставки устройства должны входить комплектующие изделия, предусмотренные ТД на изделие, паспорт, руководство по эксплуатации, пневмогидравлическая схема.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"4.2.8 Пусковой элемент устройства (ручка, кнопка, рычаг и т.п.) должен быть окрашен в красный цвет по ГОСТ 12.4.026.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"4.2.5 Инерционность устройства не должна превышать значение, установленное изготовителем и указанное в ТД.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"4.2.10 Трубопроводы, уплотнения и арматура, взаимодействующие с пеной и пенообразователем, должны изготавливаться с использованием материалов и/или покрытий, стойких к действию пенообразователей.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,4.2.9 Трубопроводы и арматура должны быть защищены от коррозии за счет применения коррозионно-стойких материалов и/или покрытий.,2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"3.1.12 пробное давление P пр (test pressure P t ): Избыточное давление, при котором следует проводить испытание устройства на прочность.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,"Если заменен ссылочный документ, на который дана датированная ссылка, то следует использовать указанную версию этого документа.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,"4.2.2 Значения показателей назначения устройства по 4.2.1 должны соответствовать значениям, указанным в ТД на них.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"7.1.2 Проверку расхода воды, величины дозирования пенообразователя и определение кратности и устойчивости пены проводят контрольно-измерительными приборами, входящими в состав испытательного стенда, или проверяемого устройства, или устанавливаемыми на устройство на момент проверки.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,"4.2.16 Конструкция входящих в состав устройства ручных задвижек, затворов и кранов должна позволять проводить их опломбирование в рабочем положении.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"4.2.12 Комплектующее оборудование устройства, трубопроводы и их соединения должны обеспечивать герметичность относительно внешней среды при воздействии давления не менее установленного рабочего давления на вводе в устройство.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"4.2.17 При осмотре ручных запорных устройств (задвижек, затворов и кранов) должна быть обеспечена возможность визуального контроля их состояния: ""Открыто"" - ""Закрыто"".",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"Запорные устройства должны быть снабжены указателями (стрелками) и надписями, обозначающими их положение (""Открыто"" - ""Закрыто"") или указывающими на включаемые/выключаемые режимы.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"4.2.20 Габаритные размеры и масса устройства должны соответствовать значениям, установленным изготовителем и указанным в ТД.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"7.6.3 Утечка в затворах не должна превышать значений, установленных для соответствующих классов герметичности по ГОСТ 9544.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,В этом случае методика измерения расхода воды определяется изготовителем.,2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,За результаты испытаний принимают среднеарифметическое значение не менее чем трех измерений.,2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,7.10.1 Определение дозирования пенообразователя на основе измерения расхода воды и пенообразователя.,2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,"7.11 Определение кратности и устойчивости пены Кратность и показатель устойчивости определяют для образцов пены, собранных при работе устройства в установившемся режиме с параметрами, соответствующими ТД на устройство.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,"Уравнение данной функции является калибровочной кривой для определенного типа пенообразователя, качества воды и номинального процента дозирования пенообразователя.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,"Затем с помощью кондуктометра, следуя руководству по его эксплуатации, измеряют проводимость полученных образцов и по имеющейся калибровочной кривой определяют искомое значение процента дозирования пенообразователя.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,"Для полученного калибровочного графика определяют аппроксимирующую функцию, при этом коэффициент детерминации R 2 должен быть не менее 0,95.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,Поэтому при использовании соленой воды следует осуществлять измерение величины дозирования по методике 7.10.1.,2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,"7.10.2.2 До начала испытаний для каждого типа пенообразователя и для каждого номинального значения дозирования определяют эталонную (калибровочную) кривую зависимости электропроводности раствора пенообразователя от концентрации пенообразователя, содержащегося в растворе.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,"Каждый образец раствора должен быть помещен в пластиковую емкость с крышкой, промаркирован и тщательно перемешан, например с использованием магнитной мешалки.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,В этом случае методика измерения расхода пенообразователя определяется изготовителем.,2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,7.10.2 Определение дозирования пенообразователя на основе измерения проводимости раствора.,2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,За результаты испытаний принимают среднеарифметическое значение не менее чем трех измерений.,2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,1
ГОСТ 34714-2021,"7.10.2.1 Данный способ основан на существенной зависимости электропроводности раствора от концентрации содержащегося в нем пенообразователя и состоит в измерении электропроводности раствора, с последующим определением концентрации пенообразователя в растворе по калибровочному графику.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,7.10.1.2 Расход пенообразователя определяют одновременно с расходом воды при проведении испытаний по 7.9.,2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
ГОСТ 34714-2021,"7.10.1.3 Допускается также определять расход пенообразователя с использованием уровнемера, установленного на емкости с пенообразователем.",2.0,False,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/0/gost_34714-2021_ISO_7076-5-2014_mezhgosudarstvennyy_standart.html,0
